,username,tweet,likes_count,label
16479,doogii976,@DavK_Ts өдөр нойр хүрэж тэнэгтэнэ тэ,0,1
16513,badgaa2,"“@hovorerdene: @badgaa2 мега гэдэг чинь том гэсэн үг, том гэхээр тэнэг гэсэн үг, учир нь ухаалаг юм бүхэн жижигхэн байдым гэнэ лээ кк” ХАХа",0,1
16528,badgaa2,"@Aanxaa -г Дагачихвал эргээд дагадаг болуу яадаг бол

#тэнэгдүү_бодол",0,1
16588,badammuugii,"""@zuir_ugs: Муу санаа буянаа барна
Мулгуу тэнэг хүндээ барна  #МАЗҮ""",0,1
16666,htd7299,@tsBolormaa тийм @panduyaa @hostelsmongolia @Natsagdulam_t @hovorerdene @zdavaajav @ilbenkh @Tankhim123 @Dulmaa001,1,1
16667,htd7299,@tsBolormaa Би бас нэгдэх гэж бгаа. @panduyaa @hostelsmongolia @Natsagdulam_t @hovorerdene @zdavaajav @ilbenkh @Tankhim123 @Dulmaa001,1,1
16669,bkhantselmeg,Ene Horolmaanuud end tendeees mongo gusch elii balai yum Ih dongosoh boljeee,0,1
16685,htd7299,@panduyaa @tsBolormaa @Natsagdulam_t @hovorerdene @hostelsmongolia @zdavaajav @ilbenkh @Tankhim123 @Dulmaa001 Баярлалаа.,2,1
16720,desdemona976,@ist111110 bi ch bs,0,1
16732,doogii976,@jooloo544 дахиж тэнэгтэхгүйээ,0,1
16739,desdemona976,@ist111110 gert Gadnii Hun irchihsen bnaaaaa yooooo bvr arai laimr ym,0,1
16808,enjisq,Хуцаж үзээгүй байж хуцах тухай ярих тэнэг юм уу даа :-),0,1
16971,etuwshin,@hovd68 Од гээл өөрсдийгөө солиоруулаал явдгын балайнууд,0,1
16985,boluuhai65,Хүн болгонд эрхэмсэг чанар байдаг ч хүндэлж харьцах ёстой ч хааяа үзэн ядахад хүргэх юм.,0,1
17016,tsetseg01,@Natsagdulam_t Баярлалаа @nyamaa7299 @Tsatsaa7 @zdavaajav @Bilguun_E @Yurieegii0430 @batengineer @artanyan @survivor0206,2,1
17018,tsetseg01,@nyamaa7299 @tsBolormaa @Natsagdulam_t @hovorerdene @zdavaajav @panduyaa @ilbenkh @Tankhim123 @Dulmaa001 Баярлалаа,3,1
17019,tsetseg01,@tsBolormaa @nyamaa7299 @Natsagdulam_t @hovorerdene @zdavaajav @panduyaa @ilbenkh @Tankhim123 @Dulmaa001 Баярлалаа,3,1
17041,mbbaagii,Сая тонн нефть олборлочихоод инпортын шатахуун авдаг тэнэг улс Монголоос өөр байхгүй гэнэ дээ,1,1
17137,htd7299,#FFMN @tsBolormaa @Natsagdulam_t @hovorerdene @hostelsmongolia @zdavaajav @panduyaa @ilbenkh @Tankhim123 @Dulmaa001,6,1
17144,namuun8e,@DarmaaM @Bayara89 ямааааааар тэнэг дээл вэ :p,1,1
17172,bunny89b,@UnurbayarG @mglbayas ochij ochij hashaanii jingeeiig kkk arai ch dee gants hudagt bsan shdee zavaan,0,1
17182,bunny89b,@mglbayas @Enkhsaikhan_PM @ganaa_gts bitgii iim teneg yum hiij bai nusaa,0,1
17207,mrbatmanlai,"Залхуу хүний бодсон юмыг амжилтанд хүрэх хүн хийж байдаг. Тэнэгтээл Твиттер ухаж суухад чинь өөр нэгэн нь хийж байгаа.
#Гэжуга",0,1
17304,enkhzaya_b,@GNZRG chinii untah yahawdee. Untaj ch chadahgui zoduulaad suuj bgaa huuhduudiig yaanaaa odoo... araichdee,0,1
17305,enkhzaya_b,Songino hairhan duuregt 3 nastai huug torson etseg ni sandlaar zodood altsan bshdee. Araichdee. Yagaad iim hargis yum be. Araichdee :'(,0,1
17427,alagshagai,Охин гээд тэнэгтээд бсым бж. @Batbold_007,0,1
17432,alagshagai,Төхх. Усан тэнэг хүн шүү. Одоо л ойлгож бгаан. :-)))) @Batbold_007,0,1
17438,alagshagai,"Хэдэн сар мар ч гэжаах шиг. Нээээх мэддэг, таньдаг юм шиг, тэнэгтэнэ, энэ. @Batbold_007",0,1
17450,alagshagai,"@Batbold_007 Чи ми бол амсаад, яахыг би таашгүй. Хэтэрхий гоё болохоор ухаан алдаж энтр тэнэгтэх вий дээ. Ккк  @Batsugar1",1,1
17521,g_ganbaatar,@gansukh2040 дарга нахыг сонгох асуудал засгийн газрын хэмжжэнд ярьж явахаар салбарын хүний бодлогоо зохицуулмар хэн дуртай ЗДАРГА ШИЙДДЭГ,0,1
17553,bilguunbayar_g,@SanchirT141 amjilt husie,0,1
17662,gospeltruth_,Yioy ene hun yaj ingej aimar myatrashguigeer uram zorigtoigoor mention hiisen bolgoniig teneg malaar ni duuddag bnaa haha,0,1
17678,bunny89b,@m_hishigee estoi balai avgai yatsiin.duugiinhee huuhdiig dairtsan shde,0,1
17681,idergovi,БАЯР Ч БАС Л том зайд ТАРВАЛЗДАГ ЭР ЮМ ҮХСНИЙХ Н АРД л харин 7БАЙШИН СҮНСТЭЙ ҮЛДЭНЭ УГ Н УРТ Н 2 өргөн н 1м газар л pic.twitter.com/u0RTr62Fc4,0,1
17730,alagshagai,@XooCoH Би гэж тэнэг итгээд. Кккк,0,1
17774,htd7299,@zdavaajav үнэн үг бна.  Хаалгаа онгойлгоод Аз жаргалаа авах эсэх нь таны өөрийн сонголт бдаг бололтой.,3,1
17838,ebiaav,Санчирынхаа дээлний захыг мушгиад суугаад байж дээ. Илүү. Илүү. Илүү @SanchirT141 pic.twitter.com/lNFVG2D1f2,1,1
18072,namsrai_ts,"Hunnu mall - д ганцаараа, Содура үзэж байгаа гэрийнхээ хүлээх чинь балай юм аа. ... @ HUNNU Mall  https://instagram.com/p/1NkfuRxWX0/ ",0,1
18186,baingabishee,@DavaasurenMP @Dulmaa001 @bayasdari tenegteed bgaarai anhnaasaan 2 davhar baishin barina gesen bizdee 2 dugaar davhar ni haa bgaan,0,1
18188,andriad10,@jjngm тэнэглэл мунхрал,1,1
18209,davaa2500,@Batsugar1minii shalguur tsoohon ch hamgiin hetsuu n yum shig bnale ajaad bhad. Teher teneg teneg 12 s desh shalguur taviad neg uzehees xexe,0,1
18223,enhriinice,@SanchirT141 Happy birthday to you 😄😄😄😄 pic.twitter.com/M9aiDkWzMS,1,1
18312,nrita2,Одоо л шийдчий энэ нэг балай юмыг.,0,1
18329,bunny89b,@bboljmor79 uurtuu hel tenegee,0,1
18334,bunny89b,@bboljmor79 @ChiBid2 soliotoi gichii,0,1
18342,bunny89b,@oyunlt @KNBCSAT1 @hakuho_69 davaajargal batsaanaas busad ni bandiud,0,1
18386,sainzul,Билет авчирч өгч тэнэгтвэл нүүрэн дээр чинь урж хаяна шүү. #Сэтгэл_ойлгохгүй,0,1
18484,bbolduush,"@zdavaajav @Mona_Tb 
наа чинь тэгдийн",1,1
18503,e_gereltod,"""@Burnaash: Хулан , монгол гууний эрлийз унага гэнэ.Естой дэгжин амьтан бна даа.  pic.twitter.com/AHLKZFe4t1""",1,1
18505,mreldev,@zdavaajav Өөө муу тэнэгүүд,0,1
18520,ichko_ragchaa,"@tsogt_tsogt ее тиймvv, едий болтол ашиглаагvй тэнэгтсэн бна шдээ @billy_selina",0,1
18558,mreldev,Та нарын дунд тэнэг хүн байна уу?,0,1
18566,uyanga0917,Хэн нэгний амьдралыг шийдэнэ гэдэг бол тэнэг асуудал.,1,1
18731,enjisq,"Аавынхаа 80 насны найран дээр ирчихээд ""Намайг багад зодож, дарамталсан"" гэж агсамнасан отгон хүүг олноороо тэнэг л гэнэ.#АН_залуус",18,1
18754,tsetseg01,@DMuunuu Эхний муур нь манай хамаг цахилгааны утсыг тас2 хаздаг бсан.2дах нь тоглох далимаараа дандаа самардана.Гаргасан чинь еерее алга бсн,1,1
18844,tugchinqwerty,"@nyamsur42804432 @enkhboldz @Erdenechimeg_L Tolgoi xooson bol chimeegvi baij, tenegee nuuj amidar",0,1
18847,tugchinqwerty,@Minion10 @enkhboldz Bvv tenegle,0,1
19019,mongolia_daria,@ist111110 ok noted,0,1
19021,mongolia_daria,@ist111110 barkum bnle,0,1
19026,mongolia_daria,@ist111110 asudal tai yum be,0,1
19028,mongolia_daria,@ist111110 yu gesen ug uu bainga tos oo nemne gesen ug u,0,1
19038,0329taivan,"@otko999 ...sain naizdaa zoriulaad hadgalsan zuiliig ""secret"" gedeg! Bi yagaad baij bolohgui gej!! I'm good friend:)",0,1
19039,mongolia_daria,@ist111110 Ali n,0,1
19079,enjisq,Монгол Улс жилд нэг сая жуулчин авъя гэвэл хэдэн янхантай байх ёстой бол.#ХөгжилтэйАрифметик,0,1
19129,ebiaav,"@SanchirT141 Олон хүүхэд залуус Леброныг биш Санчир, Билгүүн, Сэргэлэн, Одбаярыг дурайдаг болноо. Амжилт",0,1
19175,batamaadai,@tsBolormaa энэ одоо явуулахгүй гээд байган бишүү. Овоо юмуу гэхээр огцом тэнэгтээд байхын.,1,1
19233,budkhandz,Үүл ямарч бсн хог уутанд тэнэгтсэн өөрийн хөрөнгөө үрж бгаа биш гсн шиг,0,1
19257,uuree_aur,@urnaa_urnaa11 ха ха арай арай 😂😂😂,0,1
19331,naranzun,"Зарим гарууд мэргэжлийн жиргээч, жиргээ бол урлаг юм гэж ярьж балайрваа. ..кэкэ",8,1
19469,dorj9169,@Sainjargald хөлдүү хулгайч нар хөндлөн машинаа хаяж л байгуу,0,1
19561,therockme_,"Төрд шургалсан 👿 -үүд
Хэзээ нэг өдөр 👹 🔥 🔥 🔥 үхнэ",1,1
19591,therockme_,"Хов баздаг
Хошного ухдаг
Хогийн биддаанууд
 Холхон байгаарай надаас",0,1
19609,htd7299,@zdavaajav 1991 зарах нь их авах нь бага бна,1,1
19623,nrita2,Ингэж хүлээх нээх тэнэг байдымаа. Бачимдаад..,0,1
19638,ariukaa55,"Бидний байнга хэрэглэдэг дархлаа зохицуулагч Трансфер факторын талаар 
4Life Featured  http://www.youtube.com/watch?v=DSn4qyZIous&list=PLhUfVGH4cmEhklT1_5iEeni9NVWJ1gPl-&sns=tw … via @youtube",0,1
19730,baysaaamaraa,"@Tsenddoo1 Балай балай санаа гаргаж бж нээрэнгээсээ хэрэгжүүлчив. Цаадуул чинь том нүдтэй, дэлдэн чихтэй, жижиг тарихтай шүү. @jjngm",1,1
19739,zulaakk,Газраар тээвэрлээгүй нь ямар учиртайн #100эрхэм тэнэг асуулт!,0,1
19820,zulaakk,"""@sergelen1972: Neg teneg yum helchih uu? minii 3 jiliin omnoos bichsen yumnuudyg odoo l hiij ehleh n :D  http://www.trends.mn/profile/54 "" зүүд",0,1
19939,erdenebatts,За би л лав Ерөнхий сайдыг 2 гараа өргөн дэмжье ццус..Суусан цэцэнээс явсан нь тэнэг нь дээр гэж үг бий,24,1
20117,ariukaa55,@Batnyagt1 @batzorig2012 Ямартай ч тэд дэлхийн хамгийн ухаантай амьтдын жагсаалтанд ордог юм байна😄,1,1
20290,tsewkashdee,Хүчирхэг нь боломжийг бүтээдэг        Оюунлаг нь боломжийг ашигладаг       Сул дорой нь боломжийг хүлээдэг      Тэнэгүүд нь боломжийг алддаг,0,1
20340,lfc_mongolia,@mazaalaimaaz сая манай фен клубын заалны тэмцээн болоод...шилбэний хажуухан ешиглесен арын эрээн булчин тэр чигээрээ хехерчихийн балай чинь,0,1
20523,boldmandal,Дэлхийн хамгийн том морь  https://twitter.com/ThislsAmazing/status/584055624893239296/photo/1 pic.twitter.com/6t1pNeFS3U ,1,1
20590,suonoktv,Suono&Enkool balaig n avjiina. #meanwhile #Suono #Enkool @ Suono Lounge Karaoke  https://instagram.com/p/1DoOuwxOq2/ ,0,1
20602,lfc_mongolia,"@ChimmyAnand манай дээд айлын охин бас тэгдийн...хамгийн тэнэг нь уран бутээлийн шинэчлэл гэж байхгуй, хэдэн аяаа л балбах нь ядаргаатай кк",1,1
20648,shinebayar89,@04178390690d411 Gichii jinger devsger gej helvvlj haraalgasan hvn ni bii bna chamd yamarch medeelel alga duugai munguniihuu ajlig hii,0,1
20668,shinebayar89,@Naranbaatarl @enkhboldz Uulzah geheer hvleej avahgvi uulzdag gants gazar ni ene oron zai sh dee.Bidnig sonsoh udirdlaga er ni AH d baina uu,1,1
20886,lfc_mongolia,@uyanga_jpn гэнэтийн юмыг хэлж байгаа бол нэг бол айдгуй нэг бол тэнэг л улс байх...;-),0,1
20910,jt1co,@jt1co Бурмаа авгай чи жаахан хүн шиг юм бодооч pic.twitter.com/Iu1ClxH7st,0,1
20977,arigoyu,Хамгийн тэнэг хүн зовлондоо хань татдаг. Б. Лхагвасүрэн.,2,1
21076,bindi_en,I'm at UPS in UB  https://www.swarmapp.com/c/jjQdrt1gC1y ,0,1
21266,munguntuulo,"НАТО продолжит создание полномасштабной системы ПРО в Европе, несмотря на соглашение с Тегераном.  http://echo.msk.ru/news/1524046-echo.html …",0,1
21339,aagii_5,Sda nudnii shil bku bna lalriiin pzda nartai garhaar,0,1
21462,budkhandz,Бүрэн дүүрэн амьдралтай хүн ихэнх  саналаас татгалздаг,0,1
21668,forever976,@guyentwit aimar iin. Ingetlee buruu zurshild avtvah n t1 zuil,0,1
21745,badgaa2,@hurel_sho Мандатыг намируулаад ордоноор ганц нэг хүнтэй уулздаг л юм,0,1
21825,badgaa2,Хааяадаа жаахан тэнэгдүү бх нь Хэнэггүй Гүндүүгүй Гүдэсхэн гэх мэт сайшаалын үг ирдэг юм шүү,0,1
21915,kastanowskii,@Otgontsagaan1 чихэр байна. Энэ бас байна. pic.twitter.com/uN7f5Bt1bR,0,1
21917,badammuugii,"""@Save_Mongolian: CAESIUM, ЦЕЗИЙ – ЦЭНХ  http://is.gd/T182Go """,0,1
21936,baigalimaa_jigj,@SainaaMongolia @01mgl Арай ч дээ энэ муушиг даалуу тоглуулах солиорлоо зогсоо! үүнээс өөр юм сэтгэхгүй бгаа нам хүнд бүү хуурт улс мөхлөө!!,1,1
22073,lfc_mongolia,@boldmaa82 тэнкс ман...@Baagii1009 @xalxan @Batsugar1 @narmandakh_e @tsbat_IT @Ganbolder @tuvshinbat19 @XooCoH @Zulbayart,4,1
22076,lfc_mongolia,@Baagii1009 тэнкс ман...@xalxan @Batsugar1 @narmandakh_e @tsbat_IT @Ganbolder @tenemel @tuvshinbat19 @XooCoH @Zulbayart,4,1
22259,baingabishee,@Aanxaa za arai ch dee burhan gomdono,1,1
22263,baingabishee,@Aanxaa tednuus ni teneg matruud baij de gess,0,1
22284,amaraa_alex,"@Undriga @vitamin_complex тэнэг болгосноо ч мэдээгүй явж байдаг, яах уу кк",1,1
22363,andriad10,@tuvshinbat19 өө тм үү,1,1
22364,andriad10,@tuvshinbat19 өргөө. Бга бхаа,0,1
22473,enjisq,@MrSharav Тэнэгээд л байрны нэр унагаад @Nomt7 @TsogtgerelB @ceomongol @AmaraaDshzvg @batsumberel304,0,1
